user_id,transaction_id,date,merchant,amount,category,subcategory,transaction_type,payment_method,day_of_week,hour,is_weekend,time_of_day
USR_0038,TXN_H_0019660,2025-01-01 12:10:00,Swiggy Food Order,878.86,EXPENSE,Food,debit,Credit Card,2,12,0,Afternoon
USR_0016,TXN_H_0007966,2025-01-01 12:13:00,Ola Cabs Commute,499.63,EXPENSE,Transport,debit,Paytm,2,12,0,Afternoon
USR_0008,TXN_H_0003710,2025-01-01 12:15:00,Namma Metro / Delhi Metro DMRC,333.73,EXPENSE,Transport,debit,Credit Card,2,12,0,Afternoon
USR_0004,TXN_H_0001592,2025-01-01 12:17:00,Haldiram's,312.38,EXPENSE,Food,debit,Paytm,2,12,0,Afternoon
USR_0012,TXN_H_0005856,2025-01-01 12:19:00,Namma Metro / Delhi Metro DMRC,91.84,EXPENSE,Transport,debit,Paytm,2,12,0,Afternoon
USR_0002,TXN_H_0000524,2025-01-01 12:23:00,Namma Metro / Delhi Metro DMRC,170.44,EXPENSE,Transport,debit,Credit Card,2,12,0,Afternoon
USR_0017,TXN_H_0008500,2025-01-01 12:32:00,Ola Cabs Commute,54.44,EXPENSE,Transport,debit,Credit Card,2,12,0,Afternoon
USR_0013,TXN_H_0006402,2025-01-01 13:12:00,Domino's Pizza,456.41,EXPENSE,Food,debit,Credit Card,2,13,0,Afternoon
USR_0005,TXN_H_0002140,2025-01-01 13:36:00,Domino's Pizza,205.41,EXPENSE,Food,debit,Debit Card,2,13,0,Afternoon
USR_0039,TXN_H_0020185,2025-01-01 13:51:00,Starbucks India,282.62,EXPENSE,Food,debit,Credit Card,2,13,0,Afternoon
USR_0008,TXN_H_0003709,2025-01-01 14:03:00,Haldiram's,420.81,EXPENSE,Food,debit,Debit Card,2,14,0,Afternoon
USR_0039,TXN_H_0020188,2025-01-01 14:12:00,Rapido Bike Taxi,117.91,EXPENSE,Transport,debit,UPI,2,14,0,Afternoon
USR_0003,TXN_H_0001069,2025-01-01 14:25:00,Starbucks India,374.34,EXPENSE,Food,debit,Debit Card,2,14,0,Afternoon
USR_0030,TXN_H_0015387,2025-01-01 14:40:00,Haldiram's,299.23,EXPENSE,Food,debit,Credit Card,2,14,0,Afternoon
USR_0003,TXN_H_0001068,2025-01-01 14:42:00,Starbucks India,377.11,EXPENSE,Food,debit,Paytm,2,14,0,Afternoon
USR_0024,TXN_H_0012191,2025-01-01 15:14:00,Zomato Restaurant,594.31,EXPENSE,Food,debit,Paytm,2,15,0,Afternoon
USR_0021,TXN_H_0010581,2025-01-01 15:19:00,Rapido Bike Taxi,46.41,EXPENSE,Transport,debit,Paytm,2,15,0,Afternoon
USR_0030,TXN_H_0015388,2025-01-01 15:19:00,Uber India Rides,488.18,EXPENSE,Transport,debit,Paytm,2,15,0,Afternoon
USR_0010,TXN_H_0004779,2025-01-01 15:30:00,Haldiram's,583.39,EXPENSE,Food,debit,UPI,2,15,0,Afternoon
USR_0019,TXN_H_0009570,2025-01-01 15:30:00,Chai Point,706.39,EXPENSE,Food,debit,Debit Card,2,15,0,Afternoon
USR_0038,TXN_H_0019659,2025-01-01 15:32:00,Starbucks India,513.62,EXPENSE,Food,debit,Credit Card,2,15,0,Afternoon
USR_0010,TXN_H_0004780,2025-01-01 15:40:00,Domino's Pizza,584.42,EXPENSE,Food,debit,Credit Card,2,15,0,Afternoon
USR_0039,TXN_H_0020189,2025-01-01 16:03:00,Apollo Hospitals Emergency Care,70781.51,EXPENSE,Healthcare,debit,Credit Card,2,16,0,Afternoon
USR_0023,TXN_H_0011649,2025-01-01 16:19:00,Ola Cabs Commute,182.51,EXPENSE,Transport,debit,Paytm,2,16,0,Afternoon
USR_0004,TXN_H_0001593,2025-01-01 16:20:00,Uber India Rides,98.22,EXPENSE,Transport,debit,Paytm,2,16,0,Afternoon
USR_0034,TXN_H_0017545,2025-01-01 16:35:00,Haldiram's,599.99,EXPENSE,Food,debit,Debit Card,2,16,0,Afternoon
USR_0015,TXN_H_0007450,2025-01-01 16:38:00,Swiggy Food Order,454.04,EXPENSE,Food,debit,UPI,2,16,0,Afternoon
USR_0020,TXN_H_0010084,2025-01-01 17:25:00,Rapido Bike Taxi,55.27,EXPENSE,Transport,debit,UPI,2,17,0,Evening
USR_0018,TXN_H_0009019,2025-01-01 17:31:00,Namma Metro / Delhi Metro DMRC,47.24,EXPENSE,Transport,debit,Credit Card,2,17,0,Evening
USR_0006,TXN_H_0002663,2025-01-01 17:33:00,Haldiram's,506.95,EXPENSE,Food,debit,Paytm,2,17,0,Evening
USR_0039,TXN_H_0020187,2025-01-01 17:40:00,BigBasket Supermarket,638.75,EXPENSE,Groceries,debit,Debit Card,2,17,0,Evening
USR_0014,TXN_H_0006931,2025-01-01 17:41:00,BigBasket Supermarket,1903.63,EXPENSE,Groceries,debit,UPI,2,17,0,Evening
USR_0037,TXN_H_0019138,2025-01-01 17:46:00,Chai Point,385.25,EXPENSE,Food,debit,Credit Card,2,17,0,Evening
USR_0027,TXN_H_0013784,2025-01-01 17:52:00,Uber India Rides,484.42,EXPENSE,Transport,debit,UPI,2,17,0,Evening
USR_0006,TXN_H_0002664,2025-01-01 18:49:00,Ola Cabs Commute,482.88,EXPENSE,Transport,debit,Credit Card,2,18,0,Evening
USR_0026,TXN_H_0013267,2025-01-01 19:07:00,Starbucks India,287.0,EXPENSE,Food,debit,Paytm,2,19,0,Evening
USR_0001,TXN_H_0000001,2025-01-01 19:54:00,Ola Cabs Commute,92.08,EXPENSE,Transport,debit,Credit Card,2,19,0,Evening
USR_0040,TXN_H_0020705,2025-01-01 19:56:00,Zomato Restaurant,687.48,EXPENSE,Food,debit,Paytm,2,19,0,Evening
USR_0007,TXN_H_0003174,2025-01-01 19:58:00,Rapido Bike Taxi,182.24,EXPENSE,Transport,debit,UPI,2,19,0,Evening
USR_0017,TXN_H_0008499,2025-01-01 20:03:00,Domino's Pizza,156.09,EXPENSE,Food,debit,UPI,2,20,0,Evening
USR_0039,TXN_H_0020186,2025-01-01 20:39:00,Chai Point,179.27,EXPENSE,Food,debit,Debit Card,2,20,0,Evening
USR_0002,TXN_H_0000523,2025-01-01 20:43:00,Swiggy Food Order,335.82,EXPENSE,Food,debit,Credit Card,2,20,0,Evening
USR_0015,TXN_H_0007451,2025-01-01 20:43:00,Swiggy Food Order,744.99,EXPENSE,Food,debit,Paytm,2,20,0,Evening
USR_0005,TXN_H_0002142,2025-01-01 20:52:00,Croma Electronics,3378.97,EXPENSE,Shopping,debit,Debit Card,2,20,0,Evening
USR_0022,TXN_H_0011101,2025-01-01 21:34:00,Domino's Pizza,264.3,EXPENSE,Food,debit,Credit Card,2,21,0,Evening
USR_0016,TXN_H_0007964,2025-01-01 22:07:00,Swiggy Food Order,250.54,EXPENSE,Food,debit,Paytm,2,22,0,Night
USR_0017,TXN_H_0008498,2025-01-01 22:56:00,Chai Point,368.4,EXPENSE,Food,debit,Credit Card,2,22,0,Night
USR_0005,TXN_H_0002143,2025-01-02 04:00:00,Netflix India Monthly Plan,649.0,EXPENSE,Subscriptions,debit,UPI AutoPay,3,4,0,Night
USR_0018,TXN_H_0009020,2025-01-02 04:00:00,Netflix India Monthly Plan,199.0,EXPENSE,Subscriptions,debit,UPI AutoPay,3,4,0,Night
USR_0024,TXN_H_0012193,2025-01-02 04:00:00,Netflix India Monthly Plan,199.0,EXPENSE,Subscriptions,debit,UPI AutoPay,3,4,0,Night
USR_0026,TXN_H_0013268,2025-01-02 04:00:00,Netflix India Monthly Plan,649.0,EXPENSE,Subscriptions,debit,UPI AutoPay,3,4,0,Night
USR_0008,TXN_H_0003712,2025-01-02 07:19:00,Uber India Rides,498.76,EXPENSE,Transport,debit,Paytm,3,7,0,Morning
USR_0002,TXN_H_0000525,2025-01-02 07:21:00,Ola Cabs Commute,178.2,EXPENSE,Transport,debit,Paytm,3,7,0,Morning
USR_0024,TXN_H_0012195,2025-01-02 07:25:00,Rapido Bike Taxi,332.73,EXPENSE,Transport,debit,Credit Card,3,7,0,Morning
USR_0026,TXN_H_0013271,2025-01-02 08:17:00,Uber India Rides,473.19,EXPENSE,Transport,debit,UPI,3,8,0,Morning
USR_0018,TXN_H_0009022,2025-01-02 08:20:00,Namma Metro / Delhi Metro DMRC,314.69,EXPENSE,Transport,debit,UPI,3,8,0,Morning
USR_0030,TXN_H_0015390,2025-01-02 08:21:00,Namma Metro / Delhi Metro DMRC,58.94,EXPENSE,Transport,debit,Credit Card,3,8,0,Morning
USR_0004,TXN_H_0001594,2025-01-02 08:37:00,Swiggy Food Order,308.59,EXPENSE,Food,debit,Credit Card,3,8,0,Morning
USR_0033,TXN_H_0016997,2025-01-02 08:47:00,Zomato Restaurant,214.99,EXPENSE,Food,debit,Credit Card,3,8,0,Morning
USR_0016,TXN_H_0007970,2025-01-02 08:52:00,Ola Cabs Commute,106.39,EXPENSE,Transport,debit,UPI,3,8,0,Morning
USR_0022,TXN_H_0011104,2025-01-02 09:08:00,Namma Metro / Delhi Metro DMRC,45.01,EXPENSE,Transport,debit,Credit Card,3,9,0,Morning
USR_0033,TXN_H_0016998,2025-01-02 09:18:00,Chai Point,260.77,EXPENSE,Food,debit,Credit Card,3,9,0,Morning
USR_0014,TXN_H_0006933,2025-01-02 09:27:00,Namma Metro / Delhi Metro DMRC,110.6,EXPENSE,Transport,debit,Paytm,3,9,0,Morning
USR_0005,TXN_H_0002144,2025-01-02 10:01:00,Starbucks India,419.08,EXPENSE,Food,debit,Paytm,3,10,0,Morning
USR_0018,TXN_H_0009021,2025-01-02 10:14:00,Chai Point,382.36,EXPENSE,Food,debit,Debit Card,3,10,0,Morning
USR_0024,TXN_H_0012194,2025-01-02 10:59:00,Starbucks India,684.15,EXPENSE,Food,debit,Credit Card,3,10,0,Morning
USR_0001,TXN_H_0000002,2025-01-02 11:01:00,Namma Metro / Delhi Metro DMRC,326.49,EXPENSE,Transport,debit,UPI,3,11,0,Morning
USR_0033,TXN_H_0016999,2025-01-02 11:03:00,Rapido Bike Taxi,185.6,EXPENSE,Transport,debit,Credit Card,3,11,0,Morning
USR_0017,TXN_H_0008501,2025-01-02 11:09:00,Ola Cabs Commute,315.91,EXPENSE,Transport,debit,UPI,3,11,0,Morning
USR_0030,TXN_H_0015389,2025-01-02 11:28:00,Chai Point,233.63,EXPENSE,Food,debit,Credit Card,3,11,0,Morning
USR_0038,TXN_H_0019665,2025-01-02 11:30:00,Ola Cabs Commute,324.52,EXPENSE,Transport,debit,UPI,3,11,0,Morning
USR_0025,TXN_H_0012742,2025-01-02 12:27:00,Chai Point,517.92,EXPENSE,Food,debit,Paytm,3,12,0,Afternoon
USR_0012,TXN_H_0005858,2025-01-02 12:28:00,Ola Cabs Commute,171.28,EXPENSE,Transport,debit,Paytm,3,12,0,Afternoon
USR_0037,TXN_H_0019140,2025-01-02 12:31:00,Zomato Restaurant,484.48,EXPENSE,Food,debit,Paytm,3,12,0,Afternoon
USR_0029,TXN_H_0014828,2025-01-02 12:36:00,Amazon India Marketplace,2626.79,EXPENSE,Shopping,debit,UPI,3,12,0,Afternoon
USR_0025,TXN_H_0012743,2025-01-02 12:59:00,Rapido Bike Taxi,35.14,EXPENSE,Transport,debit,Credit Card,3,12,0,Afternoon
USR_0032,TXN_H_0016434,2025-01-02 13:08:00,Namma Metro / Delhi Metro DMRC,36.1,EXPENSE,Transport,debit,UPI,3,13,0,Afternoon
USR_0007,TXN_H_0003175,2025-01-02 13:15:00,Uber India Rides,36.96,EXPENSE,Transport,debit,UPI,3,13,0,Afternoon
USR_0010,TXN_H_0004782,2025-01-02 13:20:00,Namma Metro / Delhi Metro DMRC,480.74,EXPENSE,Transport,debit,Credit Card,3,13,0,Afternoon
USR_0029,TXN_H_0014826,2025-01-02 13:30:00,Zomato Restaurant,252.77,EXPENSE,Food,debit,Debit Card,3,13,0,Afternoon
USR_0011,TXN_H_0005291,2025-01-02 13:37:00,Chai Point,356.2,EXPENSE,Food,debit,Credit Card,3,13,0,Afternoon
USR_0016,TXN_H_0007967,2025-01-02 13:40:00,Starbucks India,255.96,EXPENSE,Food,debit,UPI,3,13,0,Afternoon
USR_0008,TXN_H_0003713,2025-01-02 14:00:00,Groww / Zerodha Mutual Fund SIP,9079.08,TRANSFER,Investment,transfer,UPI AutoPay,3,14,0,Afternoon
USR_0014,TXN_H_0006934,2025-01-02 14:00:00,Groww / Zerodha Mutual Fund SIP,12261.73,TRANSFER,Investment,transfer,UPI AutoPay,3,14,0,Afternoon
USR_0015,TXN_H_0007452,2025-01-02 14:00:00,Groww / Zerodha Mutual Fund SIP,18340.85,TRANSFER,Investment,transfer,UPI AutoPay,3,14,0,Afternoon
USR_0016,TXN_H_0007971,2025-01-02 14:00:00,Groww / Zerodha Mutual Fund SIP,44743.22,TRANSFER,Investment,transfer,UPI AutoPay,3,14,0,Afternoon
USR_0018,TXN_H_0009023,2025-01-02 14:00:00,Groww / Zerodha Mutual Fund SIP,27690.06,TRANSFER,Investment,transfer,UPI AutoPay,3,14,0,Afternoon
USR_0027,TXN_H_0013787,2025-01-02 14:00:00,Groww / Zerodha Mutual Fund SIP,20090.63,TRANSFER,Investment,transfer,UPI AutoPay,3,14,0,Afternoon
USR_0029,TXN_H_0014829,2025-01-02 14:00:00,Groww / Zerodha Mutual Fund SIP,26857.93,TRANSFER,Investment,transfer,UPI AutoPay,3,14,0,Afternoon
USR_0035,TXN_H_0018085,2025-01-02 14:00:00,Groww / Zerodha Mutual Fund SIP,27346.41,TRANSFER,Investment,transfer,UPI AutoPay,3,14,0,Afternoon
USR_0022,TXN_H_0011103,2025-01-02 14:07:00,Swiggy Food Order,377.04,EXPENSE,Food,debit,Credit Card,3,14,0,Afternoon
USR_0036,TXN_H_0018631,2025-01-02 14:37:00,Croma Electronics,1011.88,EXPENSE,Shopping,debit,Debit Card,3,14,0,Afternoon
USR_0038,TXN_H_0019664,2025-01-02 14:42:00,Zepto Groceries,1271.55,EXPENSE,Groceries,debit,Credit Card,3,14,0,Afternoon
USR_0008,TXN_H_0003711,2025-01-02 14:51:00,Domino's Pizza,426.72,EXPENSE,Food,debit,UPI,3,14,0,Afternoon
USR_0031,TXN_H_0015913,2025-01-02 14:54:00,Starbucks India,284.11,EXPENSE,Food,debit,Credit Card,3,14,0,Afternoon
USR_0021,TXN_H_0010584,2025-01-02 15:25:00,Ola Cabs Commute,203.14,EXPENSE,Transport,debit,Credit Card,3,15,0,Afternoon
USR_0019,TXN_H_0009571,2025-01-02 15:30:00,Haldiram's,505.51,EXPENSE,Food,debit,Paytm,3,15,0,Afternoon
USR_0012,TXN_H_0005857,2025-01-02 15:31:00,Haldiram's,294.19,EXPENSE,Food,debit,Credit Card,3,15,0,Afternoon
USR_0022,TXN_H_0011102,2025-01-02 15:34:00,Domino's Pizza,197.74,EXPENSE,Food,debit,Debit Card,3,15,0,Afternoon
USR_0026,TXN_H_0013269,2025-01-02 15:40:00,Domino's Pizza,348.04,EXPENSE,Food,debit,Debit Card,3,15,0,Afternoon
USR_0034,TXN_H_0017547,2025-01-02 16:08:00,Zomato Restaurant,602.41,EXPENSE,Food,debit,UPI,3,16,0,Afternoon
USR_0031,TXN_H_0015912,2025-01-02 16:10:00,Starbucks India,327.84,EXPENSE,Food,debit,Paytm,3,16,0,Afternoon
USR_0013,TXN_H_0006403,2025-01-02 16:13:00,Rapido Bike Taxi,482.79,EXPENSE,Transport,debit,Credit Card,3,16,0,Afternoon
USR_0021,TXN_H_0010583,2025-01-02 16:15:00,Zepto Groceries,1310.73,EXPENSE,Groceries,debit,Debit Card,3,16,0,Afternoon
USR_0028,TXN_H_0014295,2025-01-02 16:29:00,Ola Cabs Commute,39.88,EXPENSE,Transport,debit,Paytm,3,16,0,Afternoon
USR_0037,TXN_H_0019141,2025-01-02 16:30:00,DMart Supercenter,935.54,EXPENSE,Groceries,debit,Credit Card,3,16,0,Afternoon
USR_0034,TXN_H_0017548,2025-01-02 16:41:00,Swiggy Food Order,610.71,EXPENSE,Food,debit,UPI,3,16,0,Afternoon
USR_0016,TXN_H_0007969,2025-01-02 16:45:00,DMart Supercenter,1408.08,EXPENSE,Groceries,debit,UPI,3,16,0,Afternoon
USR_0006,TXN_H_0002665,2025-01-02 16:56:00,Chai Point,564.65,EXPENSE,Food,debit,UPI,3,16,0,Afternoon
USR_0029,TXN_H_0014827,2025-01-02 16:56:00,Chai Point,377.27,EXPENSE,Food,debit,Debit Card,3,16,0,Afternoon
USR_0036,TXN_H_0018629,2025-01-02 16:57:00,Haldiram's,376.97,EXPENSE,Food,debit,UPI,3,16,0,Afternoon
USR_0026,TXN_H_0013272,2025-01-02 17:18:00,Myntra Fashion Store,1905.83,EXPENSE,Shopping,debit,Credit Card,3,17,0,Evening
USR_0016,TXN_H_0007968,2025-01-02 17:25:00,Domino's Pizza,206.85,EXPENSE,Food,debit,Paytm,3,17,0,Evening
USR_0023,TXN_H_0011651,2025-01-02 17:27:00,Domino's Pizza,272.03,EXPENSE,Food,debit,UPI,3,17,0,Evening
USR_0038,TXN_H_0019666,2025-01-02 17:46:00,Croma Electronics,1378.66,EXPENSE,Shopping,debit,Credit Card,3,17,0,Evening
USR_0011,TXN_H_0005293,2025-01-02 17:48:00,Uber India Rides,339.29,EXPENSE,Transport,debit,Paytm,3,17,0,Evening
USR_0026,TXN_H_0013270,2025-01-02 17:49:00,Haldiram's,403.8,EXPENSE,Food,debit,Credit Card,3,17,0,Evening
USR_0035,TXN_H_0018084,2025-01-02 17:52:00,Rapido Bike Taxi,501.45,EXPENSE,Transport,debit,UPI,3,17,0,Evening
USR_0028,TXN_H_0014294,2025-01-02 18:07:00,Haldiram's,398.58,EXPENSE,Food,debit,Paytm,3,18,0,Evening
USR_0036,TXN_H_0018630,2025-01-02 18:21:00,Swiggy Food Order,589.18,EXPENSE,Food,debit,Credit Card,3,18,0,Evening
USR_0037,TXN_H_0019142,2025-01-02 18:37:00,Uber India Rides,43.31,EXPENSE,Transport,debit,Paytm,3,18,0,Evening
USR_0031,TXN_H_0015914,2025-01-02 18:40:00,Rapido Bike Taxi,202.02,EXPENSE,Transport,debit,Credit Card,3,18,0,Evening
USR_0020,TXN_H_0010085,2025-01-02 18:53:00,Uber India Rides,48.21,EXPENSE,Transport,debit,Paytm,3,18,0,Evening
USR_0023,TXN_H_0011652,2025-01-02 19:00:00,Namma Metro / Delhi Metro DMRC,176.11,EXPENSE,Transport,debit,Credit Card,3,19,0,Evening
USR_0027,TXN_H_0013785,2025-01-02 19:17:00,Uber India Rides,326.57,EXPENSE,Transport,debit,UPI,3,19,0,Evening
USR_0038,TXN_H_0019663,2025-01-02 19:22:00,Zomato Restaurant,459.08,EXPENSE,Food,debit,Credit Card,3,19,0,Evening
USR_0027,TXN_H_0013786,2025-01-02 19:50:00,Flipkart Internet,4832.03,EXPENSE,Shopping,debit,Credit Card,3,19,0,Evening
USR_0021,TXN_H_0010582,2025-01-02 20:44:00,Domino's Pizza,455.4,EXPENSE,Food,debit,Credit Card,3,20,0,Evening
USR_0032,TXN_H_0016433,2025-01-02 20:44:00,Starbucks India,260.53,EXPENSE,Food,debit,Credit Card,3,20,0,Evening
USR_0025,TXN_H_0012741,2025-01-02 21:46:00,Chai Point,295.71,EXPENSE,Food,debit,Credit Card,3,21,0,Evening
USR_0011,TXN_H_0005292,2025-01-02 22:06:00,Chai Point,267.81,EXPENSE,Food,debit,Paytm,3,22,0,Night
USR_0023,TXN_H_0011650,2025-01-02 22:30:00,Swiggy Food Order,344.32,EXPENSE,Food,debit,Paytm,3,22,0,Night
USR_0032,TXN_H_0016435,2025-01-03 04:00:00,Netflix India Monthly Plan,199.0,EXPENSE,Subscriptions,debit,UPI AutoPay,4,4,0,Night
USR_0017,TXN_H_0008502,2025-01-03 07:03:00,Rapido Bike Taxi,66.78,EXPENSE,Transport,debit,UPI,4,7,0,Morning
USR_0031,TXN_H_0015916,2025-01-03 07:12:00,Rapido Bike Taxi,500.45,EXPENSE,Transport,debit,UPI,4,7,0,Morning
USR_0037,TXN_H_0019143,2025-01-03 07:51:00,Uber India Rides,51.05,EXPENSE,Transport,debit,Paytm,4,7,0,Morning
USR_0024,TXN_H_0012196,2025-01-03 08:02:00,Starbucks India,638.33,EXPENSE,Food,debit,UPI,4,8,0,Morning
USR_0012,TXN_H_0005860,2025-01-03 08:08:00,Chai Point,333.28,EXPENSE,Food,debit,Paytm,4,8,0,Morning
USR_0002,TXN_H_0000528,2025-01-03 08:14:00,Namma Metro / Delhi Metro DMRC,67.35,EXPENSE,Transport,debit,Credit Card,4,8,0,Morning
USR_0018,TXN_H_0009026,2025-01-03 08:27:00,Uber India Rides,475.02,EXPENSE,Transport,debit,UPI,4,8,0,Morning
USR_0011,TXN_H_0005294,2025-01-03 08:28:00,Zomato Restaurant,396.79,EXPENSE,Food,debit,UPI,4,8,0,Morning
USR_0036,TXN_H_0018632,2025-01-03 08:39:00,Haldiram's,538.25,EXPENSE,Food,debit,Paytm,4,8,0,Morning
USR_0030,TXN_H_0015392,2025-01-03 08:43:00,Swiggy Food Order,168.14,EXPENSE,Food,debit,Paytm,4,8,0,Morning
USR_0030,TXN_H_0015391,2025-01-03 09:03:00,Chai Point,283.4,EXPENSE,Food,debit,Paytm,4,9,0,Morning
USR_0022,TXN_H_0011106,2025-01-03 09:15:00,Haldiram's,230.86,EXPENSE,Food,debit,Debit Card,4,9,0,Morning
USR_0026,TXN_H_0013273,2025-01-03 09:40:00,Domino's Pizza,269.44,EXPENSE,Food,debit,Debit Card,4,9,0,Morning
USR_0038,TXN_H_0019669,2025-01-03 09:43:00,Ola Cabs Commute,99.33,EXPENSE,Transport,debit,Credit Card,4,9,0,Morning
USR_0001,TXN_H_0000003,2025-01-03 09:48:00,Swiggy Food Order,386.77,EXPENSE,Food,debit,Debit Card,4,9,0,Morning
USR_0008,TXN_H_0003716,2025-01-03 09:52:00,Rapido Bike Taxi,311.37,EXPENSE,Transport,debit,Paytm,4,9,0,Morning
USR_0019,TXN_H_0009573,2025-01-03 10:03:00,Domino's Pizza,529.59,EXPENSE,Food,debit,Credit Card,4,10,0,Morning
USR_0003,TXN_H_0001070,2025-01-03 10:07:00,Starbucks India,523.77,EXPENSE,Food,debit,Debit Card,4,10,0,Morning
USR_0008,TXN_H_0003714,2025-01-03 10:15:00,NoBroker RentPay / Landlord Transfer,17445.4,EXPENSE,Rent & Housing,debit,UPI,4,10,0,Morning
